@relation spamClassification

@attribute stdDomains numeric
@attribute meanDomains numeric
@attribute stdCountries numeric
@attribute meanCountries numeric
@attribute encodersCount numeric
@attribute clicksCount numeric
@attribute isSpam {True,False}

@data
0.0,2.0,0.0,2.0,6,2,True
0.0,3.0,0.0,3.0,4,3,False
49.43,57.33,16.89,12.29,4,172,False
0.0,1.0,0.0,1.0,4,2,False
4.714,4.333,3.897,3.25,1,12,False
29.0,38.0,17.26,8.444,1,76,False
0.0,158.0,51.05,26.33,1,158,False
6.0,14.0,8.237,5.6,2,254,False
2.542e+03,986.4,488.7,147.7,1,14869,False
4.5,6.5,4.714,4.333,2,13,False
39.5,90.5,73.2,45.25,5,181,False
1.5,4.5,2.16,3.0,15,9,False
0.0,4.0,0.5,1.5,1,3,False
91.75,48.14,109.7,56.17,3,337,False
34.26,32.0,25.26,18.29,3,128,False
667.1,297.7,655.1,101.2,5,5061,False
55.0,59.0,1.0,59.0,1,118,False
58.78,39.5,38.47,22.29,1,155,False
1.214e+03,702.6,1.192e+03,562.1,1,5621,False
1.633,3.0,2.828,3.0,4,9,False
23.25,17.67,13.68,5.889,1,105,False
1.02e+03,339.8,875.1,132.4,40,10194,False
66.74,58.25,82.37,38.83,3,340,False
6.0,26.0,11.61,17.33,1,52,False
62.18,44.8,46.3,14.93,1,224,False
18.0,19.0,0.0,38.0,2,38,False
362.4,131.1,116.4,56.19,1,1180,False
5.535,7.6,8.179,12.67,2,38,False
40.5,65.5,23.7,9.357,1,136,False
0.0,5.0,1.5,2.5,26,5,False
1.0,2.0,1.0,2.0,8,4,False
285.5,393.5,129.8,30.27,1,787,False
9.5,18.5,12.31,7.4,15,37,False
0.0,84.0,34.03,28.0,1,84,True
0.0,3.0,0.0,1.0,3,3,False
7.63,8.667,1.59,1.733,1,52,False
789.2,491.5,284.6,122.9,2,1966,False
31.95,27.0,21.51,10.12,4,81,False
63.0,83.0,21.09,8.3,1,499,False
8.0,17.0,1.572,2.0,1,34,False
120.0,140.3,141.2,60.14,1,421,False
489.5,648.5,345.3,117.9,1,1297,False
0.0,2.0,0.0,2.0,2,2,False
2.5,15.5,4.086,3.444,1,31,False
1.5,2.5,0.0,4.0,1,4,False
0.0,19.0,8.5,9.5,2,19,False
21.33,12.4,19.25,8.857,1,62,False
0.0,3.0,0.0,3.0,2,3,False
0.9428,3.333,1.0,5.0,9,10,False
0.0,26.0,11.0,13.0,2,26,False
17.5,25.5,24.5,25.5,1,51,False
9.092,13.0,5.025,6.5,2,39,False
148.5,78.78,229.2,88.62,3,709,False
2.0,4.0,2.0,4.0,1,8,False
805.2,561.9,646.8,119.1,1,7455,False
84.84,83.5,67.24,33.4,1,349,False
205.5,1.088e+03,135.9,67.97,1,2175,False
0.0,1.0,0.0,1.0,22,2,False
0.0,59.0,17.05,11.8,1,59,False
1.5,2.5,0.9428,1.667,4,5,False
0.0,6.0,1.414,2.0,1,6,False
452.4,329.3,146.0,58.12,1,988,False
13.5,19.5,13.5,19.5,1,39,False
336.7,317.7,122.3,31.77,3,1150,False
428.8,558.3,82.5,50.76,1,1675,False
0.0,161.0,40.71,32.2,1,161,False
21.5,26.5,12.44,13.25,2,53,False
111.8,94.75,36.69,10.11,11,758,False
3.0,5.0,0.4949,1.429,6,10,False
76.35,98.0,29.08,9.8,1,294,False
7.968e+03,1.749e+03,6.225e+03,1.166e+03,2,62958,False
0.0,1.0,0.0,1.0,125,2,False
506.5,531.5,167.8,53.15,1,1063,False
157.6,110.8,42.63,11.36,1,747,False
0.5,1.5,0.0,1.0,1,3,False
0.0,9.0,3.5,4.5,2,9,False
13.72,14.6,24.52,12.17,1,73,False
8.476,11.4,16.69,8.143,1,57,False
7.789,7.0,9.5,10.5,1,21,False
6.799,7.667,7.2,4.6,1,23,False
5.5,9.5,3.897,4.75,2,19,False
8.66,6.0,7.55,6.0,2,111,False
0.0,319.0,118.7,63.8,1,319,False
0.0,4.0,0.0,2.0,1,11,False
24.5,48.5,24.04,13.86,1,97,False
0.9428,1.667,1.5,2.5,2,5,False
0.0,5.0,1.5,2.5,1,5,False
0.0,4.0,0.0,4.0,1,4,False
0.0,3.0,0.0,3.0,1,3,False
0.0,15.0,6.5,7.5,2,16,False
6.5,15.5,4.475,3.444,1,31,False
0.5,8.5,4.643,5.667,1,17,False
115.0,96.6,19.79,9.66,16,483,True
373.0,374.0,216.1,124.7,1,748,False
0.0,9.0,0.7483,1.8,1,9,False
0.0,3.0,0.5,1.5,10,3,False
0.5,1.5,0.0,1.0,40,3,False
1.023e+03,525.7,340.0,43.81,1,3680,False
12.36,19.33,14.7,7.25,7,58,False
5.0,8.0,7.0,8.0,6,16,False
1.5,5.5,1.166,2.2,1,11,False
4.19,5.333,6.128,5.333,1,16,False
3.5,6.5,4.714,4.333,1,13,True
0.0,2.0,0.0,2.0,1,2,True
0.0,3.0,0.5,1.5,2,3,False
0.0,5.0,0.0,5.0,16,5,False
121.0,163.0,75.67,23.29,2,326,False
1.5,2.5,1.5,2.5,7,5,False
0.0,8.0,3.0,4.0,1,8,False
41.67,24.67,35.57,14.8,1,157,False
13.89,13.67,5.679,4.556,1,41,False
36.18,26.17,30.82,13.08,8,157,False
347.5,382.5,141.6,36.38,1,764,True
0.0,1.0,0.0,1.0,1,2,False
54.79,60.0,80.61,60.0,2,179,False
0.5,1.5,0.0,3.0,9,3,False
8.526,8.25,14.14,11.0,1,33,False
0.0,8.0,0.0,8.0,2,8,True
4.0,5.0,2.598,2.5,1,10,False
1.082e+03,1.44e+03,377.7,73.87,1,2881,False
0.0,3.0,0.0,3.0,2,3,False
207.4,86.22,75.66,32.33,3,776,True
383.5,497.5,334.7,142.1,2,1064,False
6.5,11.5,5.748,4.6,2,34,False
0.0,3.0,2.0,3.0,1,6,False
2.5,3.5,2.5,3.5,1,7,False
1.011e+03,292.8,408.0,151.8,3,4099,False
395.3,141.9,149.3,43.0,1,1421,False
8.5,16.5,5.917,3.3,1,33,False
217.9,120.8,203.7,98.82,4,1087,False
0.0,3.0,0.0,3.0,10,3,False
356.3,196.3,220.3,59.74,1,1374,True
378.1,229.5,229.6,55.08,3,1384,False
1.107e+03,641.8,775.6,385.1,1,3851,False
0.0,3.0,0.5,1.5,12,6,False
23.0,47.0,16.52,7.833,1,94,False
1.7,3.333,4.0,5.0,5,10,False
7.0,9.0,2.082,3.0,1,18,False
8.0,12.0,5.551,3.429,1,24,False
0.5,1.5,0.5,1.5,8,3,True
0.5,18.5,2.346,3.364,10,38,False
1.0,4.0,1.7,2.667,15,8,False
564.4,281.1,500.0,91.65,2,8162,False
1.788e+03,794.8,1.51e+03,353.2,1,9537,False
4.291e+03,1.708e+03,1.1e+03,230.8,1,17082,False
0.0,2.0,0.0,1.0,9,2,False
18.5,23.5,21.5,23.5,9,47,False
23.5,48.5,14.69,7.462,1,97,False
6.111,7.714,2.641,2.842,1,65,False
6.0,27.0,12.08,6.0,1,69,False
275.7,177.4,74.16,26.09,1,887,False
647.0,731.0,84.14,22.49,2,1462,True
0.0,1.0,0.0,1.0,1,2,True
0.0,7.0,1.886,2.333,1,7,True
5.0,6.0,4.243,4.0,1,12,False
4.0,6.0,4.0,6.0,1,12,False
3.3,5.667,6.5,8.5,1,17,False
11.0,39.0,14.01,5.571,1,83,False
15.58,20.0,19.09,12.0,4,60,False
26.0,32.0,7.608,7.111,1,64,False
1.359e+04,2.549e+03,7.138e+03,1.323e+03,2,176201,False
68.09,59.33,25.35,8.9,1,184,False
88.24,110.9,133.5,29.85,1,776,False
544.5,712.5,205.5,45.97,1,1425,False
2.5,4.5,2.5,4.5,11,7,False
2.0,3.0,1.414,2.0,1,6,False
1.5,2.5,0.433,1.25,12,5,False
1.0,5.0,1.0,5.0,7,10,False
2.944,5.0,2.944,5.0,11,15,False
1.0,2.0,1.0,2.0,2,4,False
0.5,4.5,0.0,9.0,1,9,False
3.0,28.0,13.52,9.333,9,56,False
1.5,27.5,12.82,11.0,1,55,False
49.57,45.6,8.71,4.957,1,228,False
1.0,2.0,0.7071,2.0,2,8,False
0.0,2.0,0.0,2.0,1,2,False
63.0,82.0,51.22,20.5,1,164,False
1.5,2.5,1.5,2.5,9,11,False
0.433,1.25,0.4714,1.667,5,5,False
1.15e+03,415.3,878.4,339.8,1,3738,False
4.243,4.0,4.0,6.0,15,12,False
0.0,2.0,0.0,2.0,1,2,False
525.2,177.8,154.5,38.39,1,3378,False
1.177e+04,3.362e+03,4.394e+03,1.316e+03,2,60541,False
0.0,1.0,0.0,1.0,7,3,False
24.53,25.33,15.34,6.818,1,74,False
192.0,211.0,70.77,28.13,1,422,False
106.3,62.0,56.64,38.75,1,310,False
0.0,2.0,0.4714,1.333,1,4,False
0.0,4.0,1.0,2.0,11,4,False
7.5,11.5,6.799,7.667,1,23,False
0.0,3.0,2.0,3.0,2,50,False
0.0,2.0,0.0,2.0,2,2,False
0.4714,1.333,0.0,4.0,1,4,False
0.0,2.0,0.0,2.0,2,2,False
70.5,82.5,47.84,27.5,1,165,False
42.5,34.0,45.96,34.0,25,102,False
6.321,7.571,11.41,8.833,1,71,False
1.118,2.5,4.0,5.0,1,10,False
0.5,3.5,1.247,2.333,2,7,False
162.5,294.5,128.7,39.27,4,618,False
41.66,43.14,86.43,50.33,1,302,False
764.9,447.4,451.1,82.39,1,3130,False
300.2,102.1,198.7,41.38,2,1531,False
2.428e+03,1.132e+03,925.4,131.3,1,9059,False
186.8,86.14,57.84,23.19,2,603,False
2.204e+03,1.551e+03,180.7,76.87,1,7761,False
10.0,11.0,6.182,7.333,1,22,False
0.0,12.0,5.0,6.0,2,12,False
560.7,378.0,215.1,38.77,4,1512,False
0.0,2.0,0.0,2.0,7,2,True
186.6,102.3,108.8,55.82,1,614,False
193.0,292.0,66.28,22.46,1,584,False
513.4,347.0,145.6,46.89,2,1835,False
1.105e+03,627.8,444.8,261.6,1,3139,False
343.8,167.3,158.1,83.67,1,1004,False
13.48,10.75,1.04,1.792,9,43,False
23.3,23.67,22.89,11.83,1,71,False
319.6,197.7,575.8,219.7,2,1977,False
50.45,37.67,10.12,9.417,7,113,False
20.21,22.0,9.474,5.5,5,88,False
2.357,3.667,2.487,2.75,1,11,False
6.098,13.75,4.334,2.75,1,55,False
0.0,1.0,0.0,2.0,1,2,False
252.8,179.8,83.65,29.16,6,1079,False
0.8165,4.0,5.0,6.0,1,12,False
0.0,2.0,0.0,2.0,7,2,False
572.1,281.3,474.0,148.9,4,2532,False
313.5,348.5,109.1,25.81,1,697,False
4.167,3.8,2.993,3.8,1,19,False
0.0,2.0,0.0,2.0,1,2,True
0.0,9.0,2.5,4.5,2,9,False
26.5,51.5,30.29,12.88,2,106,False
52.5,61.5,20.73,13.67,54,123,False
0.0,3.0,0.0,3.0,8,3,False
232.6,93.75,124.1,75.0,1,750,False
3.0,4.0,3.0,4.0,17,8,False
22.0,34.0,15.43,6.8,3,68,False
0.0,4.0,0.0,4.0,1,4,False
6.0,10.0,5.514,4.0,1,20,False
27.5,31.5,3.307,2.864,1,63,False
6.5,7.5,5.657,5.0,2,15,False
0.0,13.0,2.773,3.25,1,13,True
1.203e+03,958.7,334.0,130.7,1,2878,False
2.5,20.5,10.34,13.67,5,41,False
6.0,8.0,5.196,4.0,2,15,False
13.5,31.5,13.57,7.875,13,64,False
38.0,60.0,43.54,24.0,5,120,True
27.73,24.0,10.6,5.053,1,96,False
30.5,169.5,92.58,67.8,1,339,False
0.0,2.0,0.0,2.0,3,2,False
8.0,81.0,37.3,13.5,44,162,False
1.0,2.0,0.4714,1.333,17,4,False
838.7,685.7,90.19,24.43,2,7025,False
0.0,1.0,0.0,1.0,6,2,False
431.5,442.5,182.4,88.5,1,885,False
1.633,3.0,2.16,3.0,1,8,False
32.0,42.0,8.398,4.941,2,445,False
67.85,39.67,38.77,19.83,2,238,True
0.0,4.0,0.0,4.0,10,4,False
7.0,8.0,4.4,3.2,1,16,False
139.5,99.67,56.43,33.22,1,299,False
255.7,167.8,212.9,83.88,1,671,False
0.0,10.0,0.0,10.0,1,10,False
23.4,22.33,36.74,22.33,4,134,False
1.0,5.0,1.299,2.25,23,35,False
8.5e+03,2.559e+03,2.588e+03,560.2,4,56304,False
62.0,133.0,68.01,24.18,5,266,False
0.0,4.0,0.0,2.0,1,4,False
15.5,19.5,11.65,7.8,1,39,False
42.09,58.33,13.49,6.731,1,175,False
6.569e+03,2.247e+03,1.364e+03,495.7,1,33708,False
0.0,10.0,0.0,10.0,2,10,False
17.0,19.0,18.0,19.0,3,37,False
5.099,6.0,0.6455,1.5,1,18,False
6.5,7.5,0.0,14.0,2,14,False
0.0,4.0,0.0,4.0,1,4,False
3.391,10.0,2.806,2.353,1,40,False
20.5,30.5,12.32,6.778,2,61,False
0.0,14.0,3.775,3.5,2,14,False
5.449,6.75,9.933,9.0,1,27,False
7.144e+03,2.616e+03,1.243e+03,404.8,1,34027,False
2.429e+05,2.582e+04,6.453e+04,2.559e+04,2,2594224,False
2.0,3.0,0.0,6.0,1,6,False
59.76,32.29,61.11,37.67,1,226,False
0.0,4.0,0.0,1.0,1,4,False
1.92,3.75,1.166,1.875,1,15,False
373.2,309.2,137.2,49.48,1,1237,True
16.5,24.5,11.32,6.125,1,49,False
0.5,1.5,0.5,1.5,2,3,False
1.0,2.0,3.0,4.0,1,8,False
7.0,11.0,4.409,4.4,41,22,False
275.2,161.0,155.2,23.68,18,1610,False
9.141,12.33,21.02,10.57,2,74,False
0.0,5.0,0.0,1.0,1,5,False
494.4,306.8,66.74,21.09,1,3941,False
9.686e+03,4.27e+03,2.916e+03,502.3,1,42882,False
0.5,1.5,0.5,1.5,1,3,False
0.0,2.0,0.0,1.0,1,2,False
10.5,20.5,10.11,8.2,1,107,False
12.44,14.25,18.81,11.4,1,57,False
501.5,503.5,157.3,125.9,1,1007,False
1.5,3.5,0.9428,2.333,1,7,False
28.5,44.5,4.327,3.296,1,89,False
1.128e+03,1.236e+03,264.0,88.25,1,2485,False
0.0,2.0,0.0,2.0,2,2,False
72.64,55.33,12.87,5.125,6,515,True
0.0,4.0,1.0,2.0,1,6,True
53.38,35.33,44.1,13.25,4,212,False
0.5,1.5,0.0,1.0,1,3,False
1.5,2.5,1.5,2.5,16,5,False
15.28,12.0,10.78,6.857,1,48,False
1.785,2.75,2.494,3.667,1,11,False
97.5,111.5,58.62,22.3,1,223,False
71.55,34.0,68.15,19.06,2,480,False
1.7e+03,958.8,571.9,239.7,1,10547,False
10.66,9.75,9.428,4.333,1,39,False
13.77,15.75,23.2,12.6,1,63,False
0.7071,2.0,3.0,4.0,1,8,False
1.042e+03,1.682e+03,404.2,84.08,2,3363,False
95.86,61.0,73.11,18.73,5,487,False
6.0,9.0,3.555,3.6,6,18,False
1.0,2.0,1.0,2.0,8,4,False
170.5,203.5,94.87,29.07,4,407,True
3.859,6.667,2.642,2.857,1,20,True
2.902e+03,2.916e+03,1.799e+03,729.0,1,5832,False
0.5,4.5,1.633,3.0,9,9,True
112.5,115.5,65.33,46.2,1,231,False
0.0,14.0,6.0,7.0,2,14,False
590.5,392.2,415.5,98.05,1,1961,False
0.5,2.5,1.5,2.5,6,5,False
6.0,9.0,0.0,17.0,1,17,False
1.531e+03,638.0,204.9,53.17,1,4466,True
93.93,76.25,109.6,50.83,1,305,False
301.2,123.2,155.5,46.19,1,1478,False
3.956e+03,2.258e+03,711.2,218.5,1,13561,True
6.0,7.0,6.0,7.0,2,14,False
2.5,4.5,2.165,2.25,1,9,False
135.5,292.5,96.61,29.25,12,696,False
0.5,1.5,0.0,1.0,1,3,False
350.8,151.4,196.6,92.5,3,1665,False
10.0,18.0,6.146,4.0,3,35,False
3.0,5.0,3.0,5.0,7,10,True
0.0,2.0,0.0,2.0,2,2,False
1.725e+03,1.202e+03,307.8,133.6,1,6010,False
22.9,18.75,19.93,9.375,2,118,False
0.5,2.5,0.5,2.5,12,5,False
47.16,43.25,44.68,19.22,9,173,False
2.0,3.0,0.5,1.5,1,6,False
159.0,80.88,67.23,32.35,1,647,False
0.5,2.5,0.5,2.5,8,5,True
1.0,2.0,0.0,2.0,2,4,False
4.0,11.0,8.957,7.333,2,22,False
2.121,4.0,3.082,4.0,2,16,False
50.64,41.8,50.25,17.42,4,209,True
153.8,137.0,46.66,13.7,2,411,False
361.7,151.1,548.0,251.8,2,1511,True
8.5,22.5,13.9,11.25,3,45,False
0.5,3.5,0.5,3.5,1,7,False
2.5,3.5,2.5,3.5,14,11,False
0.0,3.0,0.0,3.0,1,3,False
1.658e+03,485.9,559.8,165.9,1,6802,True
39.2,36.33,16.25,5.737,5,121,False
158.5,206.5,94.04,25.81,1,413,False
15.5,16.5,12.75,11.0,5,33,False
3.0,4.0,1.2,1.6,2,8,False
0.0,1.0,0.0,2.0,1,2,True
40.0,206.0,64.94,29.43,1,412,False
0.0,2.0,0.0,2.0,3,2,False
0.0,2.0,0.4714,1.333,1,4,False
518.0,528.0,204.7,96.0,1,1057,True
0.0,2.0,0.0,2.0,1,2,False
7.0,8.0,7.0,8.0,1,16,False
402.6,291.0,130.5,50.61,2,1164,False
377.3,124.8,260.9,149.7,1,1497,False
0.0,1.0,0.0,1.0,1,3,False
180.1,134.3,72.06,40.3,1,403,False
7.0,13.0,7.89,6.5,14,16,False
0.0,2.0,0.0,2.0,1,2,False
49.0,58.0,29.63,16.57,1,116,False
0.0,13.0,4.028,4.333,2,13,False
0.0,1.0,0.0,2.0,15,2,True
38.0,57.0,18.7,8.143,1,114,False
147.0,229.0,114.0,35.23,1,457,False
6.0,7.0,5.185,4.667,1,25,False
0.0,24.0,10.0,12.0,1,24,False
9.0,46.0,24.68,10.22,1,92,False
3.0,4.0,0.0,8.0,1,8,False
7.0,11.0,5.963,3.667,2,22,False
8.0,9.0,4.716,3.6,2,18,False
8.119e+04,1.053e+04,5.128e+04,1.031e+04,18,1033555,False
1.729e+03,1.352e+03,540.9,101.4,1,4056,False
0.0,8.0,2.0,4.0,11,8,False
762.6,628.0,157.5,27.6,1,2512,False
0.0,1.0,0.0,1.0,12,2,True
115.4,98.0,105.7,35.64,2,392,False
0.0,2.0,0.0,1.0,1,2,False
23.41,28.67,9.784,4.526,2,79,False
0.0,25.0,7.98,6.25,1,25,False
0.0,4.0,0.0,4.0,6,4,True
2.79e+03,1.383e+03,660.1,230.5,1,12449,False
1.0,2.0,0.4714,1.333,1,4,False
37.05,21.5,17.57,7.478,4,196,False
478.5,233.2,257.3,56.55,2,1866,True
126.0,135.0,64.46,20.77,1,270,False
10.2,11.0,7.953,5.5,1,33,False
0.5,6.5,4.5,6.5,6,12,False
0.0,6.0,2.0,3.0,9,6,False
150.6,200.3,40.46,10.73,1,601,False
0.0,75.0,14.39,18.75,1,75,False
336.1,153.6,192.0,102.4,1,1229,False
1.0,2.0,1.0,2.0,1,56,False
1.5,4.5,1.5,4.5,1,9,False
0.5,1.5,0.0,3.0,26,3,False
2.449,3.0,1.0,6.0,3,12,False
5.0,18.0,9.0,18.0,1,36,False
1.168e+03,680.0,344.7,143.2,1,2721,False
0.0,2.0,0.0,2.0,1,2,False
0.0,6.0,0.0,6.0,1,6,False
2.114e+03,731.0,2.605e+03,1.218e+03,1,7309,False
4.0,6.0,2.944,4.0,1,12,False
3.207e+03,2.056e+03,1.31e+03,224.2,2,12333,False
5.0,7.0,1.0,7.0,2,14,True
1.0,5.0,1.0,5.0,1,11,False
0.0,2.0,0.0,1.0,5,2,False
57.42,56.67,41.8,17.0,2,928,False
4.5,4.5,7.0,9.0,5,18,False
2.5,168.5,47.14,22.47,1,337,False
0.0,7.0,2.5,3.5,2,7,False
1.5,2.5,1.5,2.5,1,5,False
0.0,2.0,0.0,1.0,3,2,False
293.3,209.2,51.21,17.93,1,1255,False
5.0,45.0,33.5,18.0,1,90,True
0.0,3.0,0.5,1.5,3,3,False
75.8,39.83,20.93,15.93,1,239,False
1.338e+03,690.0,364.4,127.8,5,3450,False
0.0,2.0,0.0,2.0,5,2,False
0.0,2.0,0.0,2.0,1,2,False
0.0,2.0,0.0,1.0,7,2,False
558.6,268.4,186.5,42.94,1,2147,False
4.5,22.5,8.321,5.625,2,45,True
74.26,55.0,58.02,33.0,1,165,True
4.5,27.5,12.34,13.75,1,55,False
10.0,85.0,64.1,33.8,1,169,False
0.5,1.5,0.0,3.0,1,3,False
1.0,2.0,0.4714,1.333,1,4,False
17.0,25.0,17.61,12.5,1,51,False
42.0,43.0,27.3,21.5,1,86,False
15.5,22.5,17.75,11.25,1,830,False
0.9428,2.333,0.4899,1.4,2,7,False
51.56,36.25,51.11,36.25,1,151,False
26.0,27.0,9.615,5.4,1,54,False
25.0,49.0,19.41,14.0,1,98,False
2.0,4.0,0.7071,2.0,5,8,False
0.0,2.0,0.0,2.0,3,2,False
4.5,10.5,1.375,2.1,1,22,False
1.5,6.5,4.5,6.5,1,13,False
0.0,2.0,0.0,4.0,1,4,False
46.27,60.0,69.0,36.0,6,180,False
4.0,6.0,5.0,6.0,2,17,False
9.25,6.667,19.0,20.0,3,40,False
7.0,29.0,17.56,19.33,1,58,False
6.5,9.5,6.5,9.5,11,19,False
0.0,1.0,0.0,1.0,6,2,False
0.0,1.0,0.0,1.0,2,2,False
0.5,1.5,0.5,1.5,1,3,False
1.766e+03,383.9,1.404e+03,447.9,2,10754,False
0.5,1.5,0.5,1.5,1,3,True
5.0,6.0,4.243,4.0,2,12,False
25.75,29.67,8.547,4.045,1,89,False
177.0,138.3,180.9,46.06,4,829,False
9.877,10.33,11.81,10.33,2,32,False
0.0,2.0,0.0,2.0,1,2,False
53.83,29.0,94.14,43.5,1,261,False
0.0,1.0,0.0,1.0,8,2,False
347.8,80.57,696.5,214.9,2,4512,False
0.0,2.0,0.0,2.0,2,2,False
497.5,218.5,591.6,198.6,3,4370,False
9.0,11.0,0.0,22.0,6,22,False
28.49,30.0,38.73,17.14,2,284,False
11.0,91.0,56.79,22.75,16,182,False
31.71,31.57,36.35,12.28,1,221,True
12.0,17.0,6.159,4.25,1,34,False
0.433,1.25,0.0,5.0,15,5,True
27.87,22.25,25.89,12.71,18,89,False
4.214,5.2,5.879,5.2,1,26,False
50.5,66.5,33.11,22.17,2,3570,False
85.0,87.0,28.21,13.38,3,174,False
108.8,265.3,545.6,265.3,1,1859,False
0.0,12.0,4.243,4.0,2,12,False
80.7,58.5,53.51,26.0,1,234,False
1.5,5.5,0.8975,1.833,1,11,False
0.0,25.0,3.897,6.25,1,25,False
501.7,219.1,129.1,37.78,1,2192,False
2.534e+03,1.194e+03,1.512e+03,386.2,2,13132,False
0.0,21.0,7.118,7.0,2,21,False
56.84,57.75,35.52,16.5,1,231,False
698.0,360.2,254.8,78.3,19,1801,False
150.6,110.4,154.1,38.65,4,773,False
0.0,2.0,0.4714,1.333,2,4,False
1.075e+03,353.6,810.5,204.7,2,3989,False
0.0,3.0,0.0,3.0,1,3,False
8.5,46.5,7.889,6.643,3,93,False
20.14,18.67,9.922,5.091,1,56,False
0.0,11.0,1.6,2.2,3,11,False
2.312e+03,1.181e+03,765.9,211.0,1,5907,False
108.6,75.75,35.29,17.82,4,303,False
0.0,13.0,4.028,4.333,1,13,False
127.0,186.0,62.61,20.67,3,388,False
8.374e+03,2.089e+03,3.137e+03,488.4,1,37610,False
45.72,43.0,48.42,32.25,2,129,False
2.5,4.5,2.828,3.0,2,9,False
0.5,2.5,0.5,2.5,1,5,False
0.0,7.0,0.4714,2.333,7,7,False
0.0,2.0,0.0,1.0,1,2,False
31.56,43.67,20.95,10.92,1,137,False
102.1,37.0,69.71,52.86,1,370,False
0.5,1.5,0.5,1.5,11,3,False
0.0,1.0,0.0,1.0,9,2,True
9.5,10.5,7.789,7.0,2,21,False
0.0,30.0,8.016,7.5,2,30,False
1.5,6.5,3.2,2.6,32,13,False
2.0,6.0,0.6667,1.333,1,12,True
0.0,2.0,0.0,2.0,7,6,False
4.5,5.5,1.299,2.75,1,11,False
25.5,29.5,13.23,9.833,1,59,False
17.68,23.17,28.49,13.9,4,139,False
16.0,43.0,25.84,14.33,18,86,False
9.368,13.2,16.95,8.25,1,66,False
209.3,150.0,130.8,64.29,1,450,False
2.0,10.0,2.0,10.0,15,20,False
0.0,2.0,0.0,2.0,8,2,False
7.0,12.0,0.0,24.0,4,27,False
4.5,10.5,3.5,10.5,1,21,False
365.4,250.8,203.5,50.15,1,1003,False
187.0,242.0,120.2,48.4,6,484,False
1.0,2.0,0.0,4.0,2,4,False
17.35,20.25,18.38,8.1,4,81,False
21.5,28.5,6.112,7.125,1,57,False
1.0,2.0,1.0,2.0,1,4,False
0.0,2.0,0.0,2.0,1,2,False
143.9,73.44,177.0,73.44,1,661,False
0.0,9.0,3.5,4.5,2,9,False
1.782e+03,956.3,454.8,95.24,1,9563,False
3.451e+04,3.991e+03,2.391e+04,5.27e+03,1,395347,False
33.73,27.33,23.05,13.67,2,82,False
0.0,3.0,0.5,1.5,1,3,False
89.8,65.0,57.44,32.5,1,195,False
200.1,136.0,159.1,37.05,2,815,True
1.5,2.5,1.5,2.5,9,6,False
864.4,698.3,658.5,104.2,10,6983,False
1.0,4.0,1.732,2.0,3,8,False
274.5,276.5,151.2,79.0,1,553,False
129.7,100.8,27.86,17.52,1,403,False
48.57,39.25,26.85,15.7,1,157,True
8.5,9.5,3.184,3.167,1,19,False
244.7,155.9,84.61,19.48,1,1558,False
0.0,2.0,0.0,2.0,2,2,False
0.0,1.0,0.0,1.0,14,7,False
0.0,17.0,5.907,5.667,2,17,False
0.0,3.0,0.5,1.5,9,3,False
18.0,20.0,4.829,3.636,466,40,False
4.0,9.0,6.062,4.5,1,18,False
0.0,10.0,2.625,3.333,2,10,False
0.5,1.5,0.5,1.5,3,3,False
18.45,21.33,11.02,4.0,1,128,False
0.0,2.0,0.0,1.0,1,2,False
3.5,4.5,0.0,9.0,1,9,False
600.0,328.0,255.4,54.67,1,1640,False
28.39,22.4,46.19,28.0,1,112,False
0.0,1.0,0.0,3.0,1,3,False
0.0,3.0,0.0,3.0,1,3,False
0.4714,1.333,0.0,4.0,1,4,False
45.5,50.5,24.72,16.83,1,101,False
3.0,4.0,1.732,2.0,1,28,False
2.357,5.333,6.128,5.333,1,16,False
1.049e+03,633.8,268.4,126.8,1,2535,True
0.5,6.5,2.357,4.333,1,13,False
5.757e+03,2.206e+03,3.394e+03,882.2,1,17645,False
520.4,356.2,65.61,24.74,3,1781,False
4.0,6.0,3.464,3.0,58,12,False
1.0,2.0,0.0,1.0,1,4,False
0.0,29.0,13.5,14.5,32,29,False
0.0,3.0,0.0,3.0,4,6,True
468.5,585.7,107.8,22.82,1,1826,False
0.0,7.0,0.0,7.0,2,7,False
0.0,3.0,0.0,3.0,1,3,False
97.5,140.5,71.37,25.55,2,281,False
194.5,219.5,23.77,8.442,1,439,True
2.0,4.0,2.0,4.0,9,8,False
13.73,15.67,30.61,15.67,1,94,False
0.0,2.0,0.0,2.0,4,2,False
0.0,18.0,6.377,6.0,1,18,False
1.5,3.5,0.0,7.0,1,7,False
2.0,3.0,2.0,3.0,8,6,False
0.0,7.0,2.5,3.5,2,7,False
0.0,6.0,0.0,6.0,1,6,False
3.291e+03,908.7,2.535e+03,445.4,2,22717,False
1.414,2.0,0.0,6.0,1,9,False
2.5,6.5,2.867,4.333,10,13,False
3.0,11.0,5.088,3.667,2,22,False
0.0,5.0,0.9428,1.667,11,5,False
1.0,2.0,1.0,2.0,1,4,False
0.0,3.0,0.0,3.0,4,3,False
6.0,7.0,1.257,1.556,1,14,False
75.5,78.5,37.52,19.62,1,157,False
130.5,75.0,35.73,16.3,3,375,False
547.1,204.1,639.4,112.9,1,5307,False
986.3,262.7,785.7,189.4,2,8144,True
0.0,10.0,4.0,5.0,2,10,False
93.65,81.14,22.95,6.843,1,568,False
