@relation spamClassification

@attribute stdDomains numeric
@attribute meanDomains numeric
@attribute stdCountries numeric
@attribute meanCountries numeric
@attribute encodersCount numeric
@attribute clicksCount numeric
@attribute isSpam {True,False}

@data
2.416e+03,859.4,509.2,137.2,90,13809,True
2.146e+05,2.517e+04,1.789e+05,2.492e+04,27,2493032,False
0.5,1.5,0.5,1.5,1,3,False
5.5,19.5,8.832,13.0,1,39,False
77.33,101.7,27.88,10.52,2,305,False
6.0,8.0,4.19,5.333,4,16,False
0.0,3.0,0.0,3.0,1,3,False
24.26,35.0,25.24,10.5,1,113,False
1.0,2.0,0.4714,1.333,1,4,False
7.0,8.0,7.0,8.0,9,14,False
48.5,58.5,6.065,3.656,1,116,False
203.5,343.5,114.5,27.48,1,687,False
79.81,63.75,20.07,8.5,1,255,False
0.0,3.0,0.0,3.0,1,3,False
1.48e+03,364.6,374.8,79.71,1,8022,False
123.3,175.7,59.46,21.08,1,527,False
65.55,40.2,59.59,18.27,2,402,False
6.5,19.5,4.021,2.786,1,39,False
90.48,94.67,37.84,21.85,8,283,False
1.5,3.5,0.4714,2.333,1,7,False
85.72,68.0,12.25,5.514,3,204,False
41.5,43.5,26.64,21.75,1,87,False
1.273e+04,6.926e+03,8.266e+03,2.164e+03,1,34628,False
2.209e+03,927.2,685.3,88.31,1,9181,False
22.49,16.25,25.04,21.67,1,65,False
10.83,10.25,13.42,8.2,1,41,False
61.5,95.5,51.01,19.1,1,195,False
5.0,7.0,0.8,1.4,1,14,False
1.026e+03,652.5,899.5,372.9,3,2610,False
353.7,211.5,93.33,60.43,1,846,False
0.0,1.0,0.5,1.5,1,3,False
0.5,1.5,0.0,3.0,3,3,True
0.0,1.0,0.0,2.0,2,2,False
184.7,82.29,102.2,27.33,1,573,False
1.5,3.5,1.5,3.5,13,8,False
132.5,152.5,96.91,50.83,7,718,False
2.3e+04,2.79e+03,1.98e+04,2.703e+03,154,270652,True
0.0,2.0,0.0,2.0,3,2,True
4.5,5.5,3.091,3.667,2,11,False
21.66,19.25,11.69,5.923,4,77,False
805.9,663.5,155.0,42.13,1,2658,True
806.9,649.4,167.7,42.17,1,3247,False
13.48,9.714,8.916,8.5,1,68,False
0.5,1.5,0.0,1.0,1,3,False
23.93,24.0,10.46,6.0,3,72,False
642.4,258.3,161.7,38.47,1,3616,True
23.41,21.62,17.05,5.767,1,173,False
57.76,43.33,52.84,32.5,9,130,True
0.5,5.5,1.5,5.5,1,11,False
59.79,28.43,16.54,5.853,6,199,False
4.723e+03,1.446e+03,2.348e+03,309.8,2,26231,False
2.0,4.0,3.0,4.0,13,8,True
1.0,5.0,0.7284,1.429,3,16,False
0.0,8.0,0.0,8.0,2,8,True
21.5,31.5,24.75,21.0,6,282,False
0.0,3.0,0.0,3.0,12,3,True
0.0,16.0,6.128,5.333,2,16,False
2.0,3.0,0.866,1.5,1,6,False
38.62,26.5,25.93,10.6,1,163,False
0.0,3.0,0.5,1.5,4,6,False
147.3,107.7,80.71,35.89,1,323,False
250.0,127.0,97.2,52.92,1,635,True
372.5,390.5,115.1,26.03,6,781,False
15.0,17.0,16.0,17.0,2,34,False
6.786e+03,3.106e+03,1.14e+04,2.36e+03,1,59009,False
414.6,294.7,136.3,98.22,1,884,False
11.0,13.0,1.0,13.0,1,26,False
3.744e+03,713.8,2.076e+03,469.2,5,47109,False
0.0,8.0,3.0,4.0,2,8,False
5.0,7.0,3.3,4.667,2,14,True
0.0,1.0,0.0,1.0,1,2,False
5.5,10.5,2.749,2.333,4,21,False
28.31,24.5,6.284,4.083,3,98,False
1.414,2.0,2.0,3.0,23,6,False
2.5,5.5,1.479,2.75,4,11,False
1.447e+03,1.192e+03,215.0,91.65,1,4765,False
3.399,5.333,4.4,3.2,1,16,True
0.0,17.0,7.5,8.5,2,17,False
5.0,13.0,2.0,13.0,1,26,False
5.0,15.0,4.69,6.0,1,30,False
6.0,11.0,3.095,2.444,1,25,False
1.166,2.8,4.33,3.5,1,14,False
9.5,12.5,6.603,5.0,1,25,False
0.5,29.5,13.71,8.429,6,59,False
5.558,8.667,7.318,8.667,6,26,False
0.0,8.0,0.0,8.0,9,8,False
1.207e+03,685.9,892.5,144.4,13,8495,False
917.1,353.5,452.2,72.02,11,7228,False
15.15,11.6,13.32,6.444,7,122,False
2.739,4.0,2.739,4.0,8,16,False
69.37,51.75,47.61,12.94,1,414,False
10.5,14.5,10.87,9.667,1,29,False
0.0,4.0,1.0,2.0,1,4,False
4.677e+03,884.4,3.035e+03,554.8,12,55743,False
6.364e+03,1.913e+03,3.348e+03,497.0,1,49744,False
1.5,3.5,0.5,3.5,2,7,False
1.969e+03,1.412e+03,499.5,249.2,1,4236,False
1.143e+03,661.8,168.3,59.43,1,5956,False
6.0,9.0,2.0,9.0,1,18,False
0.0,2.0,0.0,2.0,13,2,False
0.0,6.0,0.0,6.0,1,6,False
20.5,23.5,18.62,11.75,1,47,False
612.5,651.5,215.7,144.8,1,1303,False
95.88,68.0,10.22,5.913,2,272,True
6.848,6.333,5.932,4.75,2,19,False
4.5,24.5,12.75,12.25,1,49,False
33.52,39.75,49.94,19.88,1,159,False
387.5,397.5,154.3,66.25,1,795,False
2.786,3.8,5.932,4.75,2,19,False
222.5,624.5,159.8,48.04,1,1249,True
0.0,1.0,0.0,1.0,6,2,False
23.0,73.0,15.01,6.083,1,146,False
34.5,48.5,15.47,6.467,1,97,False
30.0,31.0,27.81,20.67,8,88,False
277.0,304.0,122.8,38.0,1,608,False
0.0,9.0,2.5,4.5,2,9,False
0.0,2.0,0.0,2.0,6,2,True
4.0,5.0,2.625,3.333,2,10,False
0.0,1.0,0.0,1.0,1,2,False
8.0,9.0,8.0,9.0,1,17,False
13.74,19.67,41.36,39.33,3,118,False
0.0,7.0,2.5,3.5,2,7,False
2.5,4.5,3.5,4.5,13,9,False
0.0,2.0,0.0,2.0,8,2,True
15.5,29.5,4.043,2.81,1,59,False
1.0,2.0,1.0,2.0,6,4,False
0.0,3.0,0.0,3.0,1,3,False
1.0,3.0,0.8165,2.0,1,6,False
4.5,13.5,3.998,3.375,4,27,False
0.0,1.0,0.0,1.0,1,2,False
3.0,5.0,3.0,5.0,1,10,False
1.479e+04,5.69e+03,2.293e+03,682.8,1,68283,False
0.0,2.0,0.0,2.0,2,2,False
9.899,19.0,17.11,19.0,3,57,False
666.7,545.0,457.5,148.4,1,5250,False
0.5,1.5,0.5,1.5,1,3,False
37.51,27.5,31.38,8.8,1,472,False
205.1,162.8,62.17,21.42,1,819,False
47.0,57.0,5.923,4.385,2,114,False
12.0,12.33,5.925,3.524,4,74,False
1.0,3.0,2.0,3.0,1,6,False
0.0,4.0,0.0,4.0,7,4,False
13.12,12.67,4.774,3.455,1,58,True
3.5,4.5,1.09,2.25,1,9,False
1.0,2.0,1.0,2.0,1,4,False
336.2,408.0,402.5,75.16,10,2855,False
31.5,39.5,33.73,26.33,3,93,False
5.0,6.0,5.0,6.0,2,12,False
0.0,22.0,10.0,11.0,1,22,True
0.5,6.5,0.4583,1.3,4,13,False
0.5,5.5,4.5,5.5,2,11,False
1.193e+03,551.7,691.2,115.5,1,7560,False
792.6,475.3,407.1,76.39,1,4278,False
229.7,172.2,66.93,15.31,87,689,False
0.0,2.0,0.0,2.0,5,2,False
1.5,3.5,2.5,3.5,1,7,False
0.0,4.0,0.0,4.0,1,4,False
1.284e+03,436.0,595.0,252.4,1,4799,False
0.0,2.0,0.0,2.0,5,2,False
513.3,583.3,146.6,51.47,1,1750,False
0.0,2.0,0.0,1.0,9,2,False
0.0,1.0,0.0,1.0,1,2,False
1.5,6.5,4.5,6.5,6,13,False
7.071,8.0,10.0,12.0,1,24,False
4.028,4.333,2.728,2.6,1,13,True
54.0,71.0,48.03,23.67,4,142,True
0.0,2.0,0.0,2.0,1,2,False
0.5,4.5,2.5,4.5,1,9,False
0.0,5.0,2.625,3.333,1,10,False
2.5,4.5,3.5,4.5,1,9,False
0.0,2.0,0.0,2.0,1,2,False
3.5,17.5,10.59,8.75,1,35,False
21.5,22.5,12.48,11.25,2,45,True
2.28,3.0,5.5,7.5,8,15,False
14.5,8.833,13.69,7.571,3,53,True
62.77,44.25,45.14,17.7,3,177,False
0.0,2.0,0.0,2.0,1,2,True
55.5,116.5,46.2,14.56,6,233,False
12.62,9.25,12.31,7.4,4,37,False
0.0,1.0,0.0,1.0,5,2,False
9.5,11.5,7.12,5.75,2,23,False
131.1,108.8,25.37,9.457,1,435,False
0.0,1.0,0.0,1.0,4,2,False
52.5,62.5,18.22,6.579,3,125,False
0.0,4.0,0.0,4.0,1,4,False
1.0,2.0,1.0,2.0,7,4,False
0.0,5.0,1.5,2.5,1,5,False
82.66,54.25,38.97,19.73,1,217,False
1.265,2.0,4.0,5.0,1,10,False
0.0,5.0,0.0,5.0,1,5,False
4.0,21.0,3.355,3.231,12,42,False
1.0,3.0,2.0,3.0,1,6,False
31.0,37.0,20.99,12.33,2,74,False
18.5,21.5,20.5,21.5,2,43,False
1.0,2.0,1.0,2.0,4,4,False
121.5,148.5,63.59,21.21,1,297,False
0.5,1.5,0.0,3.0,5,3,True
1.581,3.0,0.0,12.0,1,12,False
0.0,2.0,0.0,2.0,1,2,False
0.0,7.0,0.0,7.0,1,7,False
56.37,23.6,30.53,13.11,3,236,False
5.0,8.0,6.128,5.333,2,16,False
0.0,184.0,60.76,46.0,1,184,False
0.0,2.0,0.0,2.0,6,2,False
1.14e+03,1.014e+03,392.8,130.8,1,4054,True
0.0,747.0,235.6,124.5,1,747,False
19.36,23.67,17.49,8.875,3,71,True
11.0,14.0,6.949,4.0,16,28,False
0.5,4.5,0.9798,1.8,1,9,False
1.29e+03,271.8,694.3,115.1,82,9784,False
10.5,31.5,12.4,15.75,1,63,False
0.0,4.0,0.4714,1.333,2,4,False
14.72,16.0,5.077,5.333,1,48,False
4.437,5.75,10.5,11.5,3,23,False
0.0,1.0,0.0,2.0,2,2,False
329.5,335.5,121.0,61.0,1,671,False
0.0,2.0,0.0,2.0,1,2,False
195.5,115.4,228.3,115.4,5,577,False
735.8,378.8,208.7,81.18,3,2273,False
3.0,14.0,3.201,2.545,1,28,False
77.5,103.5,71.22,41.4,1,207,False
940.2,553.1,370.6,51.45,1,4430,True
1.0,2.0,1.0,2.0,145,4,False
7.58e+03,3.929e+03,2.69e+03,1.228e+03,1,19643,False
54.43,28.89,49.19,14.44,1,260,False
1.0,5.0,0.0,10.0,2,10,False
0.0,2.0,0.0,2.0,1,2,True
140.3,157.3,83.59,52.44,17,472,False
0.5,2.5,0.5,2.5,14,5,False
267.0,533.0,142.5,41.0,1,1066,False
0.0,1.0,0.0,2.0,7,2,False
0.0,6.0,2.0,3.0,2,6,True
0.0,209.0,72.93,41.8,1,209,False
1.047e+03,555.1,149.9,49.5,85,4996,False
1.219e+03,592.7,554.7,92.18,1,4148,False
0.0,2.0,0.0,4.0,1,4,False
28.65,24.0,55.1,28.8,2,144,False
0.4714,1.333,0.0,2.0,1,4,False
2.453e+04,3.588e+03,1.12e+04,1.83e+03,23,183023,False
679.6,252.3,229.8,81.11,7,2275,False
0.0,2.0,0.0,2.0,3,2,False
893.8,684.3,731.7,342.2,4,4175,False
54.5,133.5,30.77,10.68,2,267,False
0.0,2.0,0.0,2.0,15,2,False
284.3,140.4,86.37,22.92,1,1188,False
10.53,13.67,15.45,10.25,3,41,False
1.114e+03,1.242e+03,291.7,108.0,2,2485,False
54.0,55.0,35.3,18.33,1,110,False
1.0,2.0,1.0,2.0,6,6,False
0.0,3.0,0.0,3.0,2,3,False
1.137e+03,381.8,820.6,141.1,43,6491,False
56.57,42.33,74.88,28.22,1,254,True
1.018e+03,453.2,687.4,118.7,2,5075,False
13.37,15.0,12.76,7.5,4,45,False
610.8,753.0,114.2,61.05,1,2259,True
10.0,27.0,16.59,13.5,1,54,False
6.5,7.5,4.32,5.0,2,15,False
9.0,24.0,16.7,9.6,1,48,False
0.0,5.0,0.9428,1.667,2,5,False
1.327e+03,713.2,276.7,64.18,4,6419,False
13.44,11.0,10.89,8.25,1,33,False
216.5,248.5,97.29,27.61,1,497,False
8.5,24.5,11.52,5.444,1,49,False
0.5,2.5,0.0,1.0,1,5,False
0.0,6.0,0.0,6.0,14,6,False
7.364,11.33,4.764,4.857,1,34,False
18.0,23.0,17.0,23.0,5,218,False
27.76,35.0,42.02,26.25,1,213,False
0.0,6.0,0.0,6.0,8,6,True
0.0,13.0,4.714,4.333,2,13,True
0.0,8.0,0.0,8.0,7,8,False
1.79e+03,292.1,1.715e+03,508.5,2,13730,True
0.0,18.0,8.0,9.0,2,18,False
2.16,3.0,2.16,3.0,1,9,False
2.02e+03,405.7,743.2,180.3,23,11443,False
20.67,20.5,8.707,6.833,2,82,False
23.47,23.67,18.36,10.14,4,71,False
0.0,3.0,0.0,3.0,1,3,False
1.32e+04,4.839e+03,2.153e+03,669.2,1,62908,False
203.4,137.0,32.68,10.75,2,548,False
0.0,3.0,0.0,3.0,8,3,False
0.0,2.0,0.0,4.0,2,4,False
688.5,373.9,66.24,26.43,3,2618,True
6.5,7.5,5.657,5.0,2,15,False
0.0,1.0,0.0,1.0,4,2,False
1.0,6.0,1.0,6.0,11,12,False
15.0,51.0,8.034,3.778,1,102,False
6.0,57.0,21.64,19.0,1,114,False
43.82,24.4,32.25,30.5,2,208,False
153.3,90.5,116.9,51.71,3,367,False
29.0,69.0,32.58,17.25,1,138,False
0.0,2.0,0.0,4.0,3,5,False
3.0,34.0,5.255,3.579,1,68,False
0.0,2.0,0.0,2.0,2,2,False
1.5,54.5,21.48,18.17,1,109,False
0.0,3.0,0.5,1.5,1,3,False
9.0,11.0,4.454,4.4,1,22,False
5.676,7.333,5.761,2.75,1,44,False
2.0,4.0,2.0,4.0,17,8,False
36.48,34.6,35.08,15.73,1,173,False
597.6,261.9,296.5,141.0,3,1833,False
0.0,347.0,135.5,115.7,26,347,False
59.5,63.5,36.97,31.75,1,127,False
0.0,1.0,0.0,2.0,1,2,False
80.5,82.5,37.08,18.33,1,165,False
4.0,52.0,11.96,7.429,4,104,False
15.09,14.17,23.22,9.333,1,89,False
1.0,2.0,1.0,2.0,5,4,False
0.0,2.0,0.0,2.0,5,2,False
0.4714,1.667,1.5,2.5,1,5,False
734.3,445.0,94.88,22.02,1,2226,False
1.356e+03,735.4,338.6,94.28,1,3677,False
19.41,29.33,38.27,14.67,2,176,False
5.5,8.5,4.493,4.25,2,17,False
21.2,19.57,44.73,19.43,2,135,False
3.814e+03,1.051e+03,1.046e+03,266.1,1,19977,False
7.5,10.5,1.633,2.333,1,21,False
0.0,5.0,0.0,5.0,5,5,False
1.949e+03,905.7,637.4,134.9,1,6340,False
0.0,1.0,0.0,1.0,1,6,False
8.362e+03,1.52e+03,5.792e+03,1.481e+03,23,57778,False
1.0,2.0,1.0,2.0,7,4,False
42.76,26.0,44.88,15.17,1,259,False
5.5,10.5,5.5,10.5,32,21,False
235.5,94.0,251.6,120.9,1,846,False
9.0,11.0,5.528,3.667,2,22,False
5.437e+03,1.068e+03,1.908e+03,491.6,1,30971,False
2.024e+03,2.776e+03,591.7,94.1,1,5552,True
0.0,2.0,0.0,1.0,8,2,False
0.0,3.0,0.5,1.5,1,3,False
19.5,85.5,11.07,5.516,1,171,False
0.0,2.0,0.0,2.0,1,2,False
0.0,7.0,1.886,2.333,1,8,False
3.899,6.0,1.893,2.5,8,30,False
0.0,2.0,0.0,2.0,4,2,False
25.0,31.0,25.11,15.5,1,62,False
0.0,2.0,0.0,2.0,4,2,False
626.5,681.0,244.1,92.86,1,2043,False
63.48,89.33,44.11,22.33,1,268,False
1.0,19.0,11.93,9.5,2,38,False
1.0,2.0,0.0,1.0,2,6,False
3.5,5.5,3.5,5.5,14,11,False
3.5,8.5,5.907,5.667,5,17,False
37.0,74.0,11.29,14.8,3,167,False
21.5,27.5,19.25,13.75,1,55,False
61.5,81.5,41.81,18.11,4,323,True
15.5,61.5,49.0,41.0,1,123,False
430.4,219.2,192.8,91.33,1,1096,False
31.5,34.5,14.87,9.857,1,69,False
0.0,15.0,5.657,5.0,2,15,False
300.0,377.0,236.2,94.25,1,754,False
37.56,34.33,9.254,5.722,2,103,False
59.51,30.62,20.87,6.282,1,243,False
0.0,2.0,0.0,2.0,1,2,True
23.5,33.5,4.035,4.188,2,74,False
2.5,5.5,1.6,2.2,2,11,True
28.57,29.67,17.04,14.83,1,89,False
0.0,3.0,0.0,3.0,1,3,False
8.5,29.5,0.0,59.0,1,226,False
19.69,26.33,9.997,4.938,3,79,False
16.82,23.0,48.3,23.0,1,138,False
40.78,34.33,25.03,14.71,3,103,False
192.0,105.5,112.8,42.2,1,633,False
132.8,80.6,47.58,17.52,1,403,False
143.3,190.3,56.58,20.39,1,571,False
0.0,2.0,0.4714,1.333,2,4,False
0.0,5.0,0.0,5.0,9,5,False
53.0,70.0,38.34,14.0,1,140,False
3.102e+04,1.291e+04,3.185e+04,6.453e+03,1,167837,False
0.0,11.0,1.0,5.0,2,50,True
1.0,2.0,1.0,2.0,5,4,False
435.7,259.5,157.7,54.63,1,1039,False
5.185,8.333,8.957,8.333,1,26,False
74.92,74.0,21.87,7.161,67,222,False
357.5,370.5,172.8,74.1,1,741,True
6.532,9.0,2.641,2.455,17,27,False
70.0,91.0,45.06,16.55,2,182,False
583.6,290.1,170.2,39.2,1,2901,False
1.5,2.5,0.433,1.25,8,5,False
0.5,2.5,1.5,2.5,5,5,False
0.0,11.0,3.5,5.5,1,11,False
2.5,3.5,2.5,3.5,1,7,True
16.87,18.0,4.054,4.154,3,54,False
83.74,56.5,101.8,75.0,4,227,False
53.5,83.5,41.19,41.75,1,167,False
0.0,2.0,0.0,1.0,5,2,False
2.5,3.5,0.0,7.0,1,7,True
26.5,32.5,20.89,21.67,1,65,False
149.0,75.4,37.1,13.46,15,754,False
0.0,20.0,6.364,5.0,2,20,False
4.0,16.0,6.848,10.67,1,32,False
0.0,2.0,0.0,2.0,5,2,False
2.806e+03,1.254e+03,1.063e+03,137.9,1,13798,False
0.5,1.5,0.5,1.5,1,3,False
0.0,10.0,0.0,10.0,2,10,False
0.0,11.0,0.0,11.0,1,11,False
331.5,248.3,89.21,49.67,1,745,False
0.0,172.0,41.21,24.57,1,172,True
767.1,498.8,690.0,285.0,2,1995,True
1.5,5.5,1.5,5.5,28,12,False
183.6,137.3,90.58,58.86,1,412,False
0.0,2.0,0.0,2.0,5,2,False
2.5,4.5,3.5,4.5,1,9,False
1.0,2.0,1.0,2.0,3,4,False
4.5,7.5,3.7,3.75,2,15,True
18.15,14.33,14.22,8.6,1,44,False
302.1,173.0,207.0,57.67,1,865,True
0.0,3.0,0.0,3.0,8,3,False
0.0,18.0,0.0,18.0,2,18,False
2.0,56.0,26.08,22.4,1,112,False
0.0,217.0,81.58,72.33,1,217,False
4.0,13.0,2.0,13.0,1,26,False
3.007,4.4,3.758,3.143,2,22,False
0.0,16.0,7.0,8.0,2,16,True
0.0,2.0,0.0,1.0,1,2,True
42.58,45.5,54.79,30.33,4,182,False
0.0,3.0,0.0,3.0,10,6,False
197.6,108.2,21.67,8.113,1,649,False
2.69e+03,1.144e+03,1.063e+03,444.7,1,8005,False
1.0,2.0,0.0,1.0,4,4,False
35.15,26.0,42.48,13.68,1,260,False
244.5,200.7,110.9,33.44,4,602,True
27.5,33.5,19.77,11.17,2,67,False
1.0,2.0,1.0,2.0,1,4,False
92.0,118.0,66.1,26.22,2,236,False
852.3,369.3,356.9,143.6,1,2585,False
98.74,53.17,12.14,6.135,1,341,False
1.034e+03,879.5,433.7,153.0,1,3518,False
818.7,477.0,461.9,190.8,2,1912,False
175.6,71.44,98.58,22.96,7,710,True
3.0,4.0,3.0,4.0,8,8,False
88.5,94.5,39.48,12.47,3,252,False
0.0,13.0,5.5,6.5,2,13,False
6.5,11.5,10.5,11.5,2,26,False
1.0,2.0,0.4714,1.333,1,4,False
0.0,17.0,5.629,4.25,2,17,True
26.55,26.0,14.5,11.14,1,78,False
2.5,3.5,1.299,1.75,10,7,False
291.2,160.2,212.7,100.1,1,801,False
26.0,34.0,11.98,5.583,6,132,False
6.0,10.0,0.6992,1.333,1,20,False
371.0,188.0,95.63,36.68,1,1504,False
0.0,5.0,0.0,5.0,1,5,False
0.0,4.0,1.0,2.0,3,4,False
0.0,2.0,0.0,4.0,3,4,False
1.071e+03,255.9,409.6,160.8,1,5629,False
7.224,14.75,14.22,9.833,1,59,False
272.9,208.2,126.3,34.71,1,833,False
199.0,342.0,162.5,114.0,1,684,False
8.5,14.5,13.5,14.5,2,1746,False
0.5,2.5,0.4714,1.667,2,5,True
0.0,4.0,0.0,4.0,3,4,False
524.6,313.5,228.9,89.57,1,1254,False
0.0,16.0,6.128,5.333,2,16,False
14.5,23.5,15.34,9.4,6,47,True
58.5,172.5,19.53,14.38,2,345,False
0.0,8.0,3.0,4.0,2,8,False
1.213e+03,409.0,385.1,131.2,1,6956,False
1.135e+03,567.1,200.8,69.65,4,3970,False
4.186e+03,1.643e+03,4.275e+03,505.6,3,39437,False
0.0,4.0,0.0,4.0,3,4,False
219.0,256.0,100.8,36.57,1,512,False
0.0,16.0,7.0,8.0,1,16,False
4.5,6.5,4.5,6.5,6,13,False
0.0,74.0,29.0,37.0,1,74,False
1.973e+03,758.2,658.1,319.3,1,6066,False
70.0,107.0,43.14,13.38,1,214,False
95.32,75.0,34.81,8.824,1,300,False
7.0,9.0,7.071,6.0,1,18,False
0.4714,1.333,0.0,4.0,3,4,True
24.14,23.0,14.11,7.077,2,92,False
13.0,19.0,18.0,19.0,1,59,False
0.0,2.0,0.0,6.0,1,6,False
0.0,1.0,0.0,1.0,16,5,False
1.281e+03,368.1,715.5,90.9,25,7363,False
5.5,8.5,7.5,8.5,1,17,False
2.5,9.5,0.4792,1.357,1,21,False
32.5,43.5,35.44,29.0,2,87,False
2.357,2.667,0.0,8.0,1,8,False
63.0,231.0,65.09,25.67,1,462,False
0.0,1.0,0.0,1.0,8,2,False
1.0,2.0,0.0,4.0,1,4,False
37.5,38.5,27.26,25.67,1,77,False
29.05,29.86,4.653,3.371,1,209,False
1.0,2.0,0.0,1.0,1,4,False
0.0,7.0,1.414,2.0,2,14,True
0.0,2.0,0.0,2.0,4,2,False
12.44,9.167,12.37,6.111,23,55,False
0.0,1.0,0.0,1.0,2,3,False
0.0,14.0,5.185,4.667,2,14,False
2.844e+03,781.3,3.645e+03,420.4,1,42187,False
0.5,1.5,0.5,1.5,5,3,False
1.5,7.5,4.967,5.0,1,15,False
11.0,14.0,3.183,2.154,1,28,False
506.9,191.6,194.9,63.87,1,1916,True
0.0,124.0,47.0,62.0,12,138,False
213.5,214.5,178.3,107.2,1,429,False
0.0,2.0,0.0,2.0,8,2,False
75.5,78.5,42.8,22.43,1,157,False
1.377e+04,4.003e+03,2.745e+03,842.7,1,80065,False
52.96,48.0,16.47,5.538,5,144,False
2.145e+03,2.146e+03,1.466e+03,613.1,1,5959,False
0.0,3.0,0.5,1.5,1,6,False
0.0,5.0,0.0,2.0,6,7,True
25.5,38.5,8.398,4.812,23,77,False
4.564e+03,1.935e+03,1.585e+03,317.2,1,19350,False
4.5,9.5,4.5,9.5,27,20,True
86.5,180.5,77.62,24.07,3,542,False
108.8,67.75,50.81,22.58,1,271,False
0.0,4.0,0.0,4.0,1,4,False
73.5,75.5,69.77,50.33,1,152,False
329.4,155.0,144.9,48.95,1,930,False
698.8,666.7,180.4,71.43,4,2000,False
0.0,3.0,2.0,3.0,1,6,False
405.2,199.9,128.3,34.47,6,1999,False
1.5,2.5,0.0,5.0,1,5,False
1.5,3.5,3.279,3.5,1,14,False
3.5,12.5,4.604,5.0,1,25,True
5.5,11.5,4.918,5.75,3,23,False
12.69,8.8,9.376,6.286,1,44,False
10.61,17.0,18.85,13.6,1,68,False
195.3,163.3,77.34,32.67,1,490,False
0.0,2.0,0.0,2.0,1,2,False
31.5,47.5,18.42,15.83,1,95,False
0.0,154.0,44.45,25.67,1,154,False
0.0,5.0,0.0,5.0,7,5,False
517.7,317.4,80.19,36.91,1,1587,False
0.0,2.0,0.0,1.0,1,2,True
147.4,122.7,254.3,105.0,1,735,False
1.0,5.0,1.5,2.5,1,10,False
0.0,2.0,0.0,2.0,14,2,False
0.0,485.0,149.2,80.83,1,485,True
0.0,7.0,0.0,7.0,7,7,False
10.5,12.5,6.197,5.0,1,50,False
373.5,330.3,83.95,17.7,2,991,False
1.0,3.0,2.0,3.0,1,6,False
860.0,863.0,630.7,287.7,1,1726,False
12.21,12.4,11.01,7.75,1,62,False
18.8,17.0,11.37,4.533,1,68,False
9.5,21.5,14.31,8.4,36,76,False
2.0,4.0,0.0,8.0,6,8,False
0.0,20.0,8.0,10.0,1,20,False
0.0,2.0,0.0,2.0,6,2,True
11.5,16.5,8.342,5.5,1,33,False
7.5,9.5,4.815,4.75,2,19,False
50.0,61.0,46.3,24.4,1,122,False
0.0,17.0,4.493,4.25,2,17,False
167.6,158.2,62.95,24.35,1,635,False
79.0,93.0,34.49,12.4,1,186,True
262.5,823.5,50.64,18.93,1,1876,False
0.0,2.0,0.0,1.0,1,2,False
0.8165,2.0,2.0,3.0,1,6,False
4.603,8.75,2.855,2.188,1,35,False
4.507e+03,1.728e+03,3.038e+03,419.0,1,33328,False
0.5,1.5,0.5,1.5,1,3,False
10.0,27.0,11.3,6.75,3,54,False
9.933,9.0,3.08,3.375,5,27,False
812.4,392.7,217.0,63.68,1,2356,False
0.5,2.5,0.0,5.0,1,5,True
3.202e+03,2.148e+03,474.6,85.86,1,8590,False
534.5,272.9,186.7,62.97,4539,2456,False
1.0,2.0,1.0,2.0,1,4,False
0.5,1.5,0.5,1.5,3,3,False
1.5,10.5,6.5,10.5,1,21,False
0.0,53.0,17.41,13.25,1,53,False
35.69,32.0,13.37,8.0,1,96,False
49.5,61.5,20.39,8.786,3,91,False
26.5,63.5,32.41,31.75,1,127,False
665.5,285.6,516.1,109.8,1,3284,False
1.07e+03,878.0,406.0,239.5,1,2634,False
0.0,1.0,0.0,1.0,8,7,False
0.0,45.0,14.94,11.25,1,45,False
13.5,21.5,6.551,3.583,1,43,False
0.0,2.0,0.0,1.0,13,2,True
180.0,101.3,35.35,15.2,1,1273,False
3.5,7.5,5.657,5.0,1,15,False
21.92,25.0,8.29,3.571,3,75,False
37.5,359.5,83.69,34.24,1,719,False
0.0,3.0,0.0,3.0,2,3,False
1.0,6.0,2.16,4.0,4,12,False
3.0,4.0,0.7071,2.0,1,8,False
349.1,277.9,84.41,22.1,12,1996,False
0.0,29.0,8.014,9.667,1,29,False
0.0,1.0,0.0,2.0,1,2,False
54.92,59.2,98.47,49.33,1,347,False
426.6,206.7,519.1,193.8,2,3101,False
11.77,20.8,19.62,7.429,1,104,False
28.5,39.5,19.45,9.875,5,79,False
12.5,14.5,4.06,3.625,10,29,False
0.0,1.0,0.0,1.0,37,2,True
7.0,11.0,3.145,3.667,4,32,False
0.0,1.0,0.0,1.0,1,2,False
0.0,1.0,0.0,2.0,1,2,False
0.0,3.0,0.5,1.5,4,3,False
513.5,576.5,215.3,64.06,5,1153,True
0.0,1.0,0.0,1.0,5,2,False
1.886,3.667,4.5,5.5,3,11,False
58.19,48.0,65.76,48.0,1,144,False
4.967,11.0,5.389,6.6,1,33,False
0.0,4.0,0.0,4.0,4,4,False
0.0,73.0,0.0,73.0,1,73,False
6.0,27.0,20.61,18.0,1,54,False
478.1,475.7,249.0,64.86,4,2177,False
11.5,12.5,0.0,25.0,1,25,False
0.5,1.5,0.5,1.5,2,3,False
0.5,2.5,0.5,2.5,7,5,False
115.1,63.12,68.8,20.2,4,505,False
173.8,112.6,67.61,25.59,1,563,False
0.0,1.0,0.0,1.0,3,2,False
0.0,2.0,0.0,1.0,6,2,True
